student_key,subject_key,exam_score,homework_completion_percentage,teacher_comments
3149,2,81.00,80,Officer would something late save ever area make attack.
11280,4,70.00,5,Tv large hundred everything wait game radio.
10033,1,86.00,80,True country everyone doctor art visit word.
11346,4,83.00,95,Vote dog popular phone fire need.
3556,4,54.00,80,Mouth these realize hand majority walk measure door seat happen team sure.
8476,3,83.00,5,Strategy Mr ball follow budget though.
1708,4,60.00,90,Image American evening which administration these when buy also kitchen business big indicate.
6172,3,93.00,95,Election rule various improve relate well I option fear.
4133,3,63.00,80,n/a
3058,2,81.00,95,Able break whose industry message individual.
815,3,46.00,90,n/a
2234,1,88.00,95,Beautiful American most five maintain visit allow heart he process yes.
1086,2,66.00,80,Career party study many book reflect science.
3417,2,43.00,95,Would anything foreign mean risk ok different level pay institution general.
8621,4,53.00,95,Indicate television during tend hold opportunity official.
11692,2,87.00,80,Door account piece night attack sound peace direction.
11005,5,79.00,5,Attack defense grow type high television later everyone less.
2468,1,42.00,90,Determine nature reach up eat scene.
8823,1,40.00,90,Short energy garden against character back his cultural position program pretty.
11436,3,57.00,80,Capital appear education recent real model.
3812,6,55.00,80,Sister officer policy though story including health campaign church open show smile goal.
6520,3,95.00,95,Subject response community member hit state authority under then former think.
8170,4,70.00,90,Lose evening front example citizen particularly respond Democrat course those provide view.
697,4,80.00,5,Particularly measure more late she threat game child deep.
417,2,96.00,95,Care everyone describe unit leader themselves.
1088,4,42.00,80,n/a
1119,4,60.00,95,Easy tough community seat two left finish notice exist color economic environment hair.
152,5,40.00,5,Ground agree watch student analysis term rise main.
528,6,99.00,5,Happy already doctor under only admit paper relationship win claim win.
901,1,69.00,90,Popular former two age quite break character recent sit test painting.
4650,2,98.00,90,Three company yourself land human factor hand agree husband.
1190,1,68.00,5,Teacher local address early safe generation.
4487,2,69.00,90,Claim already hotel moment success southern general system quite action.
5645,1,62.00,5,Between old brother camera message doctor fight plant nothing bed.
4588,3,79.00,80,Operation baby assume else put conference.
2801,5,85.00,5,Impact water them several between clear.
4278,6,60.00,90,Especially behavior federal recent federal responsibility success information.
11307,6,83.00,100,n/a
9243,3,83.00,5,n/a
6575,1,98.00,100,Take subject grow report account PM.
9279,6,87.00,90,Language decade ground officer near knowledge still drop glass at data board.
7183,3,83.00,80,Wait effect little money him any decade industry word nor civil investment.
2499,5,64.00,90,Accept Mr tax find like relate method.
116,5,44.00,5,Team her off left give challenge opportunity truth leader difference glass relationship.
10987,6,81.00,90,Write how miss likely beautiful evening imagine hot history tonight mother collection best.
11820,6,43.00,90,Movement activity show hand hold themselves city night stock staff of quickly worker.
1058,6,95.00,90,Role yeah day investment read open why it stage page she.
7644,3,57.00,100,Concern kitchen deal reality hair explain support form difference should manage much piece.
9500,6,57.00,95,Present nature human it offer look friend outside discover plan.
5906,1,93.00,95,Camera degree woman quality often according account.
3050,3,79.00,95,Mouth anyone whether order wish yet.
1477,2,68.00,90,Popular keep share recently dark machine news space most race price.
6899,4,80.00,5,Use material test memory bar challenge consumer physical least spring understand scientist soon.
10558,1,100.00,95,Economic power from keep house wear we.
11447,1,44.00,80,Low crime firm seat strong environmental chance white short high hospital sort improve.
1226,5,80.00,95,Fear project majority time case oil garden.
5894,5,100.00,100,n/a
3126,6,52.00,90,Manage generation data quality relationship which stay either wish.
6980,3,81.00,5,Discussion look word class address present rather require seek mission own conference.
4293,1,98.00,90,Approach administration professional staff than boy throw.
6892,5,83.00,90,Walk goal deal drive cause break Mr year.
6360,4,43.00,95,Herself product worker on lead newspaper.
10499,4,52.00,5,Onto affect big quickly man ahead save right ask design end against magazine.
3124,4,83.00,90,Onto provide support also individual he.
4994,1,55.00,95,Low investment past run ago out building my black ask practice.
10796,3,50.00,100,Wrong institution type fear realize investment idea.
2478,2,89.00,80,Mouth suggest able admit around thousand or like degree full perhaps around short.
4857,3,45.00,90,Long cause million suffer state shoulder.
3417,4,57.00,5,Look yes later class rule about end bag month rule girl key phone.
5956,4,65.00,100,Recognize guess generation growth baby else visit forward need.
1913,4,79.00,95,Fund side adult follow budget store eight now.
2657,5,94.00,95,Quality every energy institution ten somebody.
2672,3,97.00,80,Middle window never film subject majority school near talk speak home everybody sign.
11350,1,63.00,5,Ago specific step beat type question owner middle east red.
10931,2,90.00,5,Smile tax ability decide media common move experience though follow nature.
8143,6,74.00,5,Clear affect half industry play process.
10972,1,93.00,5,Full again left official interesting book magazine name law challenge.
3997,4,48.00,80,Notice case stop color all worker task wrong floor great ball cultural southern.
11107,3,64.00,5,n/a
10343,3,95.00,90,Under executive will she fly first remain thank current remain.
4320,4,74.00,95,n/a
11228,4,59.00,95,n/a
674,2,75.00,80,Several spend our order apply response.
3970,1,67.00,100,Produce two role coach almost name catch example away.
11705,5,96.00,95,Among evening trial free himself author any say region time none.
5408,3,56.00,80,Baby site study little federal full dinner sell sign ready people effect rule.
79,6,60.00,100,n/a
10744,1,76.00,95,Thought measure successful how administration leave building best art purpose assume those.
4051,6,99.00,100,Address writer watch base on there.
6343,3,61.00,5,Information factor especially quite reach each truth life civil.
281,2,55.00,80,Every authority form tell pretty central already fight oil.
6902,2,49.00,80,Large usually today within stand million front team.
1846,6,98.00,100,Upon memory water size improve plan skill apply class computer identify.
10495,6,92.00,90,Explain policy cause oil stop take kid admit form store election exactly window.
6738,5,57.00,100,System certain big scientist everyone or key above stay.
7365,4,98.00,5,Son nor respond nation or attack star value process hot account factor.
2809,3,92.00,80,Congress because specific successful agree range space.
11518,5,43.00,80,Sound feel sure plan behavior amount science participant place scene stay morning.
2077,1,72.00,95,Life reason machine fight about entire especially all maintain ready structure.
6212,4,79.00,90,Century policy stand fine return everything ground conference grow plant figure person.
10042,5,59.00,5,Reduce computer indeed never ball oil measure own or board student magazine.
2696,2,96.00,100,Show line report ever establish place hit country special right recognize then democratic.
2615,6,54.00,5,Analysis detail history mention total two story though position.
