student_key,subject_key,assignment_name,assignment_due_date,assignment_status,grade_feedback,guardian_signature
11842,5,Development.,2025-01-20,pending,A,Yes
3481,4,Performance eye.,2024-12-31,done,A,n/a
4045,1,Ok various.,2024-10-02,not done,A,Yes
4580,6,Ground perform firm meeting.,2024-10-06,done,C-,n/a
11316,4,See.,2024-12-14,done,C-,No
9232,3,Feel concern opportunity.,2025-01-24,not done,C-,Yes
3999,1,Half continue fish.,2024-12-17,done,B-,n/a
11234,3,Seek note a.,2024-09-22,not done,D,No
3452,2,Attack chair voice.,2024-12-08,not done,F,No
9636,3,Remain here participant.,2024-10-05,not done,F,No
9577,1,Professor ground.,2025-03-06,not done,B,Yes
3242,1,Own despite.,2025-01-14,not done,A+,Yes
963,2,Partner provide.,2024-11-02,done,B-,n/a
7038,3,Minute recently impact.,2024-12-03,done,F,Yes
7962,2,Place every idea operation.,2024-09-28,not done,A,n/a
2026,4,Agent public.,2025-02-06,done,F,Yes
1616,2,Action hard.,2025-02-09,pending,A+,Yes
6309,5,Left.,2025-01-25,not done,B,Yes
4172,5,Section move.,2024-09-13,not done,B,n/a
7680,3,Environmental.,2024-10-28,pending,C-,No
5298,4,Project citizen.,2025-01-20,not done,A,No
7765,3,Better audience responsibility detail.,2024-09-18,not done,A,No
460,2,Trouble former.,2025-03-06,pending,A+,No
9136,6,Stage imagine discuss.,2024-09-25,not done,B-,n/a
11239,6,Method.,2024-12-15,not done,D,Yes
8832,5,She.,2025-02-05,not done,F,Yes
6242,4,Official three west.,2024-11-25,not done,A,No
4831,1,Hope toward.,2024-09-16,done,C-,n/a
8039,2,Image thank key.,2024-10-14,not done,C-,n/a
5835,1,Year person attack.,2024-11-20,done,F,No
3394,2,To one.,2025-01-27,done,A+,n/a
6292,5,Hold dinner air allow.,2024-11-07,done,B-,Yes
4737,3,Call follow finally.,2024-10-27,done,C,Yes
8735,6,Wait toward everybody.,2024-10-14,done,C-,Yes
4497,1,Happy artist them.,2024-10-19,done,B,Yes
2525,3,Particularly policy.,2024-09-27,not done,B-,No
897,3,Dark avoid success.,2024-09-20,done,B-,No
2797,3,Foreign more true.,2025-03-09,pending,F,No
1685,3,Drop century national.,2024-10-04,done,A,Yes
8965,2,Challenge for could.,2025-01-18,not done,A,n/a
5447,6,With section new.,2024-12-12,done,C,Yes
3721,4,Ever director.,2025-01-30,not done,C-,No
2896,5,Available your.,2025-03-05,done,F,Yes
3596,5,Third feel read.,2024-10-01,pending,C,Yes
6804,3,Seek world last.,2025-01-30,not done,C-,No
3039,2,Avoid modern.,2024-12-07,done,B-,No
1978,2,World they.,2025-01-28,done,A+,n/a
10294,2,Decision station air discover.,2024-12-17,done,D,Yes
10467,5,Seven opportunity.,2024-10-27,done,C,Yes
7430,4,Third weight.,2024-11-26,not done,C-,n/a
9923,3,Per our character.,2025-02-10,pending,C-,No
1991,5,Course.,2025-02-24,done,F,No
1741,1,Learn imagine.,2024-10-24,not done,F,No
2631,2,Another class home.,2025-01-21,done,D,No
10329,5,Build in.,2025-02-15,done,F,n/a
8151,5,How rate.,2024-10-17,not done,D,Yes
4950,2,Interest guess series.,2024-11-20,not done,F,n/a
7866,4,Where coach.,2024-09-25,done,B-,Yes
10220,5,Behind around cause together.,2025-01-08,done,F,Yes
4722,4,Knowledge Democrat teacher where.,2024-09-16,done,C,n/a
1922,4,Control star team thus.,2024-10-17,not done,D,n/a
6014,5,Live during.,2024-10-15,done,B-,n/a
10851,2,Nice true.,2024-11-12,pending,F,n/a
4849,5,Too fund second.,2025-02-15,done,D,No
9392,6,None few time.,2024-11-13,done,B-,n/a
6071,1,Each.,2024-12-30,pending,A,Yes
1243,6,Site become.,2025-01-26,not done,F,Yes
5433,1,Red response subject.,2024-12-03,done,F,n/a
9446,5,Expect reach.,2025-02-19,not done,C-,No
9269,4,Wish challenge.,2024-12-03,done,B-,No
3417,2,Management million account yard.,2024-12-05,done,A,No
6962,3,Because cost.,2025-01-20,not done,C-,No
12039,3,Easy world home.,2025-01-14,done,B,No
7400,3,Pressure finish expert.,2024-12-23,not done,A,n/a
11658,4,Republican simple.,2025-02-15,not done,C-,n/a
3334,4,Level throughout.,2025-02-19,done,C,n/a
6404,1,Month little.,2024-12-24,done,A+,No
10452,6,Room according write.,2024-09-28,done,C,Yes
2125,5,Four them hear.,2024-09-08,pending,D,No
5494,1,Listen fill.,2025-01-14,done,D,n/a
3286,4,Imagine or idea.,2024-12-12,not done,C-,n/a
6436,1,Stay be mission.,2025-02-08,done,A,No
8415,6,Tend friend especially human.,2024-11-04,not done,A+,Yes
3642,6,Positive.,2024-10-12,not done,A,n/a
4672,3,Indicate why.,2024-11-03,not done,B,n/a
7611,4,Control director.,2025-01-12,not done,A,n/a
8738,2,Movie she.,2024-12-09,not done,B,n/a
11241,5,My be player.,2024-12-03,not done,C,Yes
4703,6,Perform can second.,2024-10-13,done,B,n/a
3211,3,Let scene.,2024-11-30,not done,B-,Yes
931,2,Floor relationship.,2025-03-06,pending,B,No
11434,6,Firm.,2025-02-03,done,B-,n/a
2700,3,Nearly open.,2025-02-22,done,A+,n/a
7475,1,Close offer.,2025-01-12,done,A,Yes
5740,2,Behind security.,2024-10-10,done,C-,Yes
8128,1,Should quite traditional.,2024-12-20,done,C-,No
11792,6,Thus central develop.,2024-11-28,done,D,n/a
2907,1,Old indeed maintain.,2025-02-18,done,C,Yes
7240,2,Charge service authority.,2024-12-01,pending,B,n/a
4458,2,Official market painting.,2024-11-13,pending,F,n/a
10043,6,Not affect sea.,2025-03-03,done,C,No
2978,3,Myself true thing weight.,2024-11-01,done,B,n/a
10632,3,Film type night.,2024-09-19,not done,A,No
5313,3,Summer guy knowledge.,2025-02-02,done,D,No
10702,1,Receive each development.,2024-10-14,not done,C,n/a
9699,6,Somebody small.,2024-10-04,done,A,n/a
5896,4,Economic final new.,2025-01-28,not done,A,No
11751,2,Center speech hundred.,2024-09-11,done,A,Yes
8392,4,Card table.,2024-11-21,not done,B,No
3533,3,Within student hear.,2025-02-09,pending,C-,n/a
8089,1,Onto ok.,2024-12-26,not done,F,Yes
1498,1,State.,2024-09-24,done,D,No
10939,2,Much house happy.,2024-12-18,done,C-,Yes
8116,3,Many personal matter.,2025-01-01,done,C-,Yes
5201,5,Suggest.,2024-09-21,not done,D,n/a
2986,5,Share official strong.,2025-02-09,done,C,n/a
9692,2,Room leader upon.,2024-11-05,not done,A+,No
8248,3,Mission art beautiful.,2024-12-28,not done,B,n/a
930,6,Certain.,2025-02-12,pending,F,No
7738,6,Rather something.,2024-11-07,done,A+,Yes
2761,1,Weight a.,2025-01-19,done,A+,No
11804,5,Indeed fall.,2024-11-20,done,D,n/a
3236,1,Night walk.,2025-01-20,pending,A+,No
10891,1,Security pull.,2024-12-16,pending,A+,Yes
8847,6,Be statement hotel.,2024-11-01,done,A,Yes
4398,3,Performance other animal such.,2024-09-29,done,B,Yes
11825,1,Drug ball positive.,2024-12-31,not done,A,n/a
2093,5,Keep focus writer.,2024-11-04,pending,A+,No
6087,3,Wide interesting soon.,2025-01-27,done,C-,No
5363,4,Together family.,2024-12-29,not done,C-,No
1307,5,Government life many scene.,2024-12-27,not done,B-,n/a
6246,2,Long although cost.,2024-10-11,not done,A+,n/a
12096,2,Moment.,2025-02-12,pending,B,n/a
9719,4,Start newspaper blue.,2024-11-28,done,F,No
7100,2,Campaign pretty.,2024-11-14,not done,B,Yes
4884,6,Page ball center.,2024-11-21,done,A,No
10924,2,Theory team song.,2024-10-30,done,A,Yes
9790,5,Feel technology.,2024-09-25,done,D,No
9814,3,Stock work.,2025-02-07,done,C-,No
7858,2,Food agency.,2025-01-29,done,B,n/a
4641,5,Hotel win candidate.,2024-12-31,pending,A+,n/a
8334,1,Data safe left.,2024-12-25,pending,F,n/a
2326,4,Democratic none fine.,2024-12-31,done,D,n/a
6331,3,Machine soon.,2024-12-09,pending,B,No
10138,4,Woman government.,2024-11-17,done,A,No
10953,3,Country large include.,2024-12-16,not done,B,No
8572,5,Discussion quite.,2024-12-09,pending,B-,Yes
2955,2,Peace central after.,2024-09-12,not done,B-,No
9615,6,Data control.,2025-02-16,done,F,No
9969,3,Without reveal economic.,2024-09-09,done,C-,Yes
906,3,Think produce.,2024-10-16,not done,B-,n/a
9028,4,Action far.,2025-01-09,pending,A+,n/a
6849,4,Wonder him media.,2025-02-03,pending,B,Yes
9916,5,Song American billion.,2025-01-30,done,D,Yes
449,1,Get produce.,2024-11-07,done,B-,Yes
9447,1,Theory some hour want.,2024-12-27,not done,B,No
11750,3,Member hope total front.,2024-11-08,pending,C,Yes
11663,6,Indeed turn every.,2024-12-02,done,F,Yes
1372,5,Throughout structure.,2024-10-30,not done,C-,No
12104,3,Idea feeling analysis.,2024-09-29,done,C,n/a
1746,5,Item guess.,2025-01-21,done,C-,No
4388,1,Community single artist.,2025-01-19,done,A+,Yes
521,2,Word cover three.,2024-09-19,done,C,No
12065,5,In.,2025-01-21,done,B,n/a
7262,5,Administration issue music.,2024-11-18,not done,A,Yes
3513,3,Model generation land.,2024-09-26,done,A,Yes
10457,4,Court condition.,2024-10-16,done,D,n/a
1269,2,Trouble radio owner appear.,2024-10-10,done,D,No
8881,1,Data yard.,2024-12-31,not done,A+,Yes
5510,4,Year over.,2024-11-19,done,C-,No
1309,4,She space nothing.,2024-11-19,done,B-,No
4384,5,School task prevent.,2024-10-10,not done,C-,n/a
5332,5,Hot school improve.,2024-12-22,not done,B,n/a
1778,2,Choose.,2024-10-21,done,B,n/a
4612,4,Surface star thought.,2025-01-09,not done,C-,Yes
11476,3,Section industry society.,2024-11-04,pending,A+,No
7498,2,Nature really wear concern.,2024-09-18,done,B-,n/a
3388,5,Include room reach.,2024-10-21,done,C-,n/a
9594,3,Argue however generation.,2024-10-22,not done,C-,n/a
1015,4,Rise ask nature.,2025-02-14,pending,B-,No
14,6,Season deal hair.,2024-12-08,done,C-,No
2680,5,Soon generation.,2024-10-18,done,C,Yes
8161,1,Role where spend natural.,2025-02-11,done,A+,Yes
9366,1,Use trip impact.,2024-09-13,not done,A+,Yes
5778,6,Speak home.,2024-12-02,done,A+,No
7960,6,Interest meeting.,2024-12-01,done,C,Yes
10676,6,Travel send.,2025-01-16,done,B,No
7693,6,Have player training.,2024-11-24,not done,A,n/a
467,3,Value air situation.,2025-02-05,not done,B-,No
7077,5,Member sister could.,2025-02-16,not done,B-,Yes
7080,2,Window require.,2025-02-21,done,F,n/a
11971,5,Stay director detail.,2025-02-24,done,B-,No
3648,5,Opportunity cold.,2025-01-19,pending,C,No
4549,3,Knowledge player.,2024-10-29,done,B-,No
3925,6,Central throw.,2025-01-01,done,B,No
6103,2,Best everyone.,2024-11-15,done,D,No
337,1,Window strong analysis.,2025-01-04,done,C-,Yes
715,2,Throughout have very.,2025-02-25,done,A,Yes
9214,4,New ability especially.,2025-01-31,done,A,No
7547,5,Charge especially become.,2024-09-08,not done,B,Yes
9126,3,Hear mean.,2024-10-12,not done,A+,No
751,4,Parent program record.,2024-09-24,not done,C-,No
1294,6,Him bag realize.,2024-12-22,done,B,n/a
1386,5,Enter enough or daughter.,2025-01-21,pending,C-,Yes
10800,5,Side.,2024-09-20,done,A,No
9650,3,Beautiful write force.,2024-10-18,not done,B,Yes
4144,1,International.,2024-10-18,done,D,Yes
5196,3,Every operation his.,2024-12-11,pending,A+,n/a
11801,3,Theory popular still.,2025-03-01,done,A,Yes
7825,3,Prepare strategy.,2025-01-12,pending,F,n/a
6917,2,Seven some realize young.,2024-12-17,not done,C-,Yes
8743,6,Both exactly wall.,2024-10-27,done,A,Yes
4339,2,Food feel.,2024-10-09,done,C-,n/a
1538,5,Worker specific leave serious.,2024-12-17,pending,C-,Yes
6407,2,Fight treatment professor.,2024-12-09,not done,C-,Yes
5690,5,No.,2024-09-23,pending,C-,No
11521,3,Report debate.,2024-09-10,done,A+,n/a
8576,2,Child color.,2024-11-18,pending,A,Yes
6603,6,Ten member.,2025-02-20,done,F,n/a
4520,3,Remain understand.,2025-01-15,pending,F,Yes
10408,4,Traditional state.,2025-02-17,pending,C,No
5777,1,Perform low American.,2024-09-08,pending,A+,n/a
7496,3,After return.,2024-09-13,not done,C,No
2977,4,Wife.,2024-11-27,done,A+,n/a
11466,4,Lay less.,2024-11-06,done,B,Yes
9037,5,Claim would.,2024-10-24,done,B-,Yes
9840,2,Hard few state whom.,2024-10-04,done,C,n/a
4617,1,Should yourself to.,2025-02-07,done,C,No
10765,5,Myself break energy.,2024-11-30,done,A,Yes
5852,4,Contain participant situation.,2024-09-20,done,B,No
9521,5,Support.,2024-09-08,done,A+,n/a
6679,6,Dog television.,2024-11-18,done,B,No
2176,6,Author line.,2024-09-11,done,C-,Yes
9089,1,Mind father.,2024-10-03,done,C,n/a
6659,1,Author agent future.,2024-11-25,not done,A,No
870,4,Indicate summer feeling.,2024-10-09,done,B,No
1709,4,Door hotel art.,2024-10-22,not done,F,Yes
9791,5,Base.,2024-11-14,done,C-,Yes
6399,4,Lawyer.,2024-09-09,pending,D,No
7772,5,Body door western.,2024-09-27,done,C-,No
4685,2,Answer.,2024-12-15,pending,D,Yes
1138,1,Pull.,2024-09-15,done,B,Yes
2350,1,Whom usually.,2025-02-07,not done,D,n/a
244,1,Serve simply movie.,2024-11-30,pending,D,No
11241,6,Much grow give.,2025-03-03,done,A,n/a
7826,6,Million report reality.,2025-02-14,pending,B,No
5399,1,Week establish artist.,2024-11-15,pending,A,n/a
8103,1,Teach history floor.,2024-11-08,not done,D,No
11767,4,Light task.,2025-02-01,not done,C,Yes
1805,6,Democrat trip window.,2025-01-05,done,C,No
1760,5,Yeah leg.,2024-11-25,not done,D,n/a
3279,4,Make recognize.,2024-11-06,pending,A+,No
10176,4,News government.,2025-01-09,done,A+,n/a
9858,3,Little story.,2024-10-22,done,F,No
6894,3,Teach behavior attorney song.,2024-11-02,pending,A,Yes
8603,5,Agree director.,2024-10-30,done,A+,Yes
6028,6,Field hard relate step.,2024-10-15,done,B,n/a
3490,3,Generation cover.,2024-11-25,pending,B,No
4104,5,Try painting worry.,2024-12-19,not done,D,Yes
7009,3,Too measure later.,2024-11-30,done,B-,No
5028,2,General enjoy.,2025-02-18,done,A+,Yes
6234,4,Police contain.,2024-12-02,not done,B-,No
3607,5,Like speak lose.,2025-01-11,pending,B-,n/a
6655,2,Born about author.,2024-10-17,done,C,Yes
5598,1,Family special.,2024-11-18,done,B-,n/a
9017,6,Measure writer.,2025-03-03,done,B,n/a
10481,5,Reason.,2024-12-16,pending,D,No
12047,2,Anyone lose.,2025-03-06,not done,B,No
1677,6,Or.,2024-12-02,not done,C-,No
10832,2,Particularly character.,2024-10-24,pending,A,Yes
7524,3,Never these school.,2024-10-13,done,A,Yes
7958,2,Important unit drug history.,2024-10-23,done,A+,Yes
2022,4,Data.,2024-09-16,pending,D,n/a
1523,6,Pattern bank sign.,2025-02-01,not done,A+,No
1105,2,Make town strategy.,2024-12-25,done,D,No
4866,3,Impact movement ability.,2024-11-01,done,B-,Yes
3351,6,Rate among to.,2024-11-18,not done,D,Yes
7657,4,Power best you.,2024-10-05,pending,D,n/a
11581,1,He.,2025-02-06,not done,B,n/a
2136,4,School degree song.,2025-02-27,done,B,n/a
3155,3,Land call police.,2025-02-19,done,C,Yes
4428,3,Probably because question.,2024-10-13,pending,B-,No
1379,1,Serve ability machine.,2024-10-03,done,A,No
9168,6,Edge main car.,2025-02-10,not done,A+,No
540,3,Those listen.,2025-02-25,done,A+,No
7736,3,Require trip front reveal.,2025-01-22,pending,C-,Yes
4304,2,Together culture.,2024-11-24,done,C,n/a
4266,6,Catch world.,2025-01-09,done,B,n/a
12094,4,Military every better ask.,2025-03-08,done,D,No
8259,4,West manager.,2024-12-06,not done,A,n/a
8756,4,Hundred.,2025-01-13,not done,B-,Yes
3960,6,National drop choose.,2024-12-16,done,A+,No
8652,6,Others.,2024-09-22,not done,C-,No
1181,1,Trouble always.,2024-09-11,pending,A,No
9097,1,Situation PM.,2024-11-26,not done,A,n/a
9750,1,Entire interest.,2025-02-08,done,C-,Yes
2065,1,Yard should gun.,2024-11-03,not done,C,Yes
9904,1,Start treat.,2025-02-24,pending,A,Yes
324,6,Through speak avoid.,2025-01-27,not done,C,No
2989,1,I shoulder operation.,2024-09-13,not done,B-,Yes
5411,5,Together few.,2024-09-11,done,A,n/a
751,3,Forward town college.,2024-10-08,done,F,No
8557,2,Teach ten fire.,2024-12-13,not done,C,Yes
11335,2,Town.,2024-10-23,done,C,Yes
10573,5,Upon here financial lot.,2024-09-16,not done,F,No
11475,1,Trial live.,2025-02-24,not done,D,n/a
10743,3,Before modern.,2024-10-25,done,A+,No
947,2,World four girl over.,2024-12-02,done,D,n/a
9925,6,Seat quickly.,2024-10-08,not done,F,Yes
7249,6,Suddenly consumer.,2024-11-01,not done,A+,Yes
2783,3,Heart account.,2025-01-02,pending,B-,Yes
5893,6,School respond.,2025-02-28,done,B,No
10522,3,Attorney draw.,2024-12-16,done,A,No
2767,4,From forget eye exist.,2025-02-17,not done,A,n/a
7416,2,Church gun.,2024-12-07,not done,A+,No
5654,3,Card material.,2025-02-14,done,A+,Yes
5679,6,One do.,2024-09-26,pending,A,n/a
8229,1,Human research.,2024-11-23,done,A+,Yes
3011,6,Experience tree movement.,2024-12-14,done,C,n/a
3581,5,Southern risk senior.,2024-11-15,done,B-,Yes
907,1,Note wife each.,2024-11-30,done,F,No
4917,5,Check public see.,2024-12-10,done,B,n/a
11183,1,Forget father change.,2024-12-24,done,A+,n/a
8400,1,Relate west.,2025-02-15,done,F,No
2552,3,Administration history.,2025-01-22,pending,B,No
2978,4,Production resource begin.,2024-10-23,pending,B,n/a
4367,4,Sort usually book.,2025-02-12,not done,A+,Yes
11773,3,Top test.,2024-12-18,pending,C,No
10390,2,Until government moment.,2024-12-27,pending,B,No
10193,6,Reveal term.,2024-11-05,done,D,Yes
9365,3,Region gun.,2025-02-12,done,C-,n/a
1450,1,Often position church at.,2024-12-22,not done,C-,No
373,2,Truth notice.,2024-12-13,pending,C-,n/a
5257,6,Low blood.,2024-10-08,pending,A,n/a
1499,1,Even story.,2024-11-28,done,F,Yes
135,1,Or state weight.,2024-10-01,done,B-,n/a
10408,3,Stock imagine.,2025-01-05,not done,A+,n/a
1529,2,Can first degree.,2024-11-15,done,B-,No
2607,5,Gas nothing.,2024-12-08,done,A,n/a
11891,6,Likely affect above.,2025-01-06,not done,C,Yes
10251,6,Near similar guess.,2025-02-25,done,A,No
9277,3,Maintain three.,2024-11-28,not done,C-,Yes
9491,1,Hear evidence deal.,2025-02-10,pending,C,No
10216,5,Collection rock above.,2024-11-24,done,C-,Yes
238,5,Rest instead tough.,2024-12-21,done,D,n/a
437,4,Bring state do.,2024-11-28,pending,A,No
11692,4,Teach green doctor.,2024-09-26,done,C,n/a
6225,6,Answer figure how.,2024-10-29,done,B-,No
10729,3,Generation list.,2025-02-09,done,A,Yes
6788,2,Song another too ball.,2024-11-14,not done,C-,No
5973,5,Significant mouth value.,2025-02-10,done,A,No
2452,1,Want particular set.,2024-11-14,done,B,No
7442,5,Listen hold join.,2024-09-17,not done,B,Yes
3236,6,Executive late art model.,2024-09-10,done,B,No
11092,2,Window oil experience.,2025-01-23,pending,A,No
6585,2,Worker apply feeling price.,2024-12-26,done,C,n/a
3180,5,House better.,2024-10-25,pending,A,Yes
9080,3,Other choose scientist.,2025-02-01,done,F,Yes
11913,4,Me unit.,2025-03-07,done,A+,No
6983,6,Know guy hotel throughout.,2025-01-04,done,A+,n/a
8393,3,Behind her.,2024-10-27,not done,A,n/a
9139,6,Before trouble cause executive.,2024-09-09,done,A,n/a
3167,1,Avoid.,2025-02-25,pending,F,n/a
8493,3,Your commercial.,2024-12-05,not done,A+,Yes
1108,4,Have task.,2024-09-29,pending,C,No
9249,2,Within leg.,2025-01-24,done,D,n/a
10991,4,Bring chance top.,2024-11-20,not done,F,No
5927,5,Thank politics prove.,2025-01-22,pending,A,n/a
3218,5,Left.,2024-12-25,not done,F,n/a
8980,5,Scene very.,2024-12-08,pending,A,No
11918,4,Share hope attention six.,2024-10-09,done,B,No
10593,1,Laugh yes.,2025-03-03,done,C-,Yes
2824,5,Gun.,2024-09-11,done,A,No
3104,4,Miss over last.,2024-12-13,done,F,No
10732,1,Nice physical.,2025-01-20,done,A+,No
11316,6,Suddenly edge.,2024-10-24,done,B,Yes
4343,3,Maybe them grow meeting.,2024-12-29,pending,A+,n/a
6990,4,Certain production political.,2025-01-07,pending,A+,No
875,2,Record item.,2024-10-10,not done,C-,n/a
3255,2,Never different.,2024-11-23,pending,D,n/a
7168,4,Trade choose gun.,2025-02-07,not done,C-,No
465,2,Even peace politics mind.,2025-01-11,not done,A,n/a
3811,3,Past yet away.,2024-10-15,pending,D,No
4146,6,Help see.,2025-01-14,not done,B-,n/a
6252,4,Security go.,2024-10-10,pending,F,Yes
9556,2,Address everything writer learn.,2024-10-14,pending,B-,Yes
3472,5,What special also fly.,2024-11-26,pending,F,Yes
5484,2,Report set late.,2025-03-04,done,A+,No
8699,2,Eat among drive.,2025-01-12,done,B,n/a
1792,5,Customer believe.,2024-10-02,pending,A,n/a
11902,1,World modern beautiful.,2024-12-02,not done,C-,No
1998,6,Certainly.,2024-12-21,not done,D,No
2257,5,Speak explain.,2025-01-21,not done,A+,n/a
11002,3,A enter this.,2024-12-19,done,F,No
11831,5,Answer story crime.,2024-12-22,not done,A+,No
11105,3,Quite billion home.,2025-03-09,done,C-,n/a
10279,4,Interview stand character.,2024-09-13,done,B,No
2517,3,However skill huge.,2024-12-29,pending,C,n/a
7253,4,Return point important.,2025-03-04,pending,A+,Yes
4679,1,Act.,2024-11-24,pending,A+,Yes
2754,5,Recognize ever.,2024-12-07,pending,B,Yes
11357,6,Happen.,2024-11-15,not done,A,No
