Student_ID,Subject,Assignment_Name,Due_Date,Status,Grade_Feedback,Guardian_Signature
S10652,Science,Himself key.,11/27/2024,NOT DONE,A+,Yes
S03184,Arabic,Eight visit sometimes.,11/28/2024,Not Done,C-,Yes
S05384,English,Show sell.,10/13/2024,Done ,C,Yes
S03436,Arabic,Big those.,9/28/2024,Done ,C-,No
S01838,Science,Of join along.,1/30/2025,Not Done,F,No
S11808,History,Affect ask.,11/30/2024,NOT DONE,B,Yes
S03745,History,Firm resource.,1/24/2025,Done,A+,Yes
S11126,Arabic,Up mean financial here.,1/5/2025,DONE,A, 
S04130,Geography,Believe avoid identify.,3/3/2025,Done,C-,Yes
S09752,Geography,Weight record.,11/20/2024,DONE,D, 
S05986,History,Role face manage.,1/23/2025,Done ,A+,No
S08041,Geography,Less hard population.,12/11/2024,DONE,C-,Yes
S09766,Math,Song discuss.,11/5/2024,done,C, 
S08284,Arabic,Investment how memory she.,1/5/2025, not done ,D,No
S08628,Math,Gas.,11/26/2024,done,A,Yes
S00235,English,Program peace career.,1/29/2025,Not Done,D,Yes
S07297,English,There.,10/5/2024,Not Done,B,Yes
S11539,Geography,Table Democrat.,2/5/2025,Pend,A,Yes
S06736,English,Raise ball already.,11/13/2024,notdone,C-, 
S02652,English,Wife.,1/29/2025,Not Done,A, 
S11010,Geography,Democratic few.,10/13/2024,Done ,A+, 
S12025,Geography,Build machine hundred.,9/25/2024,not done,A+, 
S10396,History,Gun.,9/29/2024,Done,B-,Yes
S02598,Math,Natural analysis lot.,1/23/2025,done,B,Yes
S06712,English,Bank small.,10/17/2024,not done,A+, 
S10841,Arabic,Until.,11/15/2024,pending,A,No
S00612,Science,Produce support.,12/27/2024,NOT DONE,C, 
S03546,Science,Build back.,10/2/2024,notdone,B-,No
S07504,Math,Authority dark.,12/25/2024,DONE,B-, 
S04155,Math,Find particularly indeed be.,10/20/2024,done,C, 
S04012,Arabic,Indeed mind Mrs.,10/12/2024,Done,A,Yes
S02691,English,Stop speak.,1/18/2025,PENDING,A+, 
S09740,Geography,Small Mrs state table.,11/6/2024,not done,B,Yes
S07572,Geography,Both attack.,9/15/2024,DONE,A,Yes
S05774,English,Past reduce assume.,2/21/2025,done,D, 
S03950,Science,Usually writer yard.,1/20/2025,Done ,B, 
S00734,Math,Professor through.,10/12/2024,pending,A+,No
S11678,Science,Option run drug.,10/11/2024,DONE,A+,Yes
S11739,Arabic,All dog talk.,12/2/2024,DONE,B-,Yes
S07502,Geography,Business quickly health.,1/17/2025,Not Done,A,No
S11133,Geography,Surface.,11/8/2024, Done ,A+, 
S00692,Geography,Professor.,2/27/2025, not done ,B,Yes
S09010,Math,Seven control.,2/21/2025,Done,C,Yes
S07324,Math,Form after wide.,3/5/2025,Pending,C, 
S02200,Math,Like agent.,3/8/2025,PENDING,C-,No
S11741,Geography,Rise security yes.,10/17/2024,DONE,A+, 
S02569,Math,Choice us.,2/4/2025,Done,F,Yes
S11089,History,Test size.,12/25/2024,Not Done,B, 
S04526,History,Job impact.,11/21/2024,Done ,C,Yes
S11842,Math,Development.,1/20/2025, pending ,A,Yes
S03481,History,Performance eye.,12/31/2024, Done ,A, 
S04045,Arabic,Ok various.,10/2/2024,Not Done,A,Yes
S04580,Science,Ground perform firm meeting.,10/6/2024, Done ,C-, 
S11316,History,See.,12/14/2024, Done ,C-,No
S09232,Geography,Feel concern opportunity.,1/24/2025,Not Done,C-,Yes
S03999,Arabic,Half continue fish.,12/17/2024,Done ,B-, 
S11234,Geography,Seek note a.,9/22/2024,not done,D,No
S03452,English,Attack chair voice.,12/8/2024,Not Done,F,No
S09636,Geography,Remain here participant.,10/5/2024,Not Done,F,No
S09577,Arabic,Professor ground.,3/6/2025, not done ,B,Yes
S03242,Arabic,Own despite.,1/14/2025, not done ,A+,Yes
S00963,English,Partner provide.,11/2/2024,Done ,B-, 
S07038,Geography,Minute recently impact.,12/3/2024,Done,F,Yes
S07962,English,Place every idea operation.,9/28/2024,Not Done,A, 
S02026,History,Agent public.,2/6/2025,DONE,F,Yes
S01616,English,Action hard.,2/9/2025,Pend,A+,Yes
S06309,Math,Left.,1/25/2025,notdone,B,Yes
S04172,Math,Section move.,9/13/2024, not done ,B, 
S07680,Geography,Environmental.,10/28/2024,Pend,C-,No
S05298,History,Project citizen.,1/20/2025,Not Done,A,No
S07765,Geography,Better audience responsibility detail.,9/18/2024,Not Done,A,No
S00460,English,Trouble former.,3/6/2025,Pend,A+,No
S09136,Science,Stage imagine discuss.,9/25/2024,notdone,B-, 
S11239,Science,Method.,12/15/2024, not done ,D,Yes
S08832,Math,She.,2/5/2025, not done ,F,Yes
S06242,History,Official three west.,11/25/2024,not done,A,No
S04831,Arabic,Hope toward.,9/16/2024,Done,C-, 
S08039,English,Image thank key.,10/14/2024,Not Done,C-, 
S05835,Arabic,Year person attack.,11/20/2024,DONE,F,No
S03394,English,To one.,1/27/2025,Done,A+, 
S06292,Math,Hold dinner air allow.,11/7/2024,done,B-,Yes
S04737,Geography,Call follow finally.,10/27/2024,Done ,C,Yes
S08735,Science,Wait toward everybody.,10/14/2024,done,C-,Yes
S04497,Arabic,Happy artist them.,10/19/2024, Done ,B,Yes
S02525,Geography,Particularly policy.,9/27/2024,Not Done,B-,No
S00897,Geography,Dark avoid success.,9/20/2024, Done ,B-,No
S02797,Geography,Foreign more true.,3/9/2025, pending ,F,No
S01685,Geography,Drop century national.,10/4/2024,done,A,Yes
S08965,English,Challenge for could.,1/18/2025,notdone,A, 
S05447,Science,With section new.,12/12/2024,DONE,C,Yes
S03721,History,Ever director.,1/30/2025,not done,C-,No
S02896,Math,Available your.,3/5/2025,DONE,F,Yes
S03596,Math,Third feel read.,10/1/2024,PENDING,C,Yes
S06804,Geography,Seek world last.,1/30/2025,not done,C-,No
S03039,English,Avoid modern.,12/7/2024,DONE,B-,No
S01978,English,World they.,1/28/2025,Done,A+, 
S10294,English,Decision station air discover.,12/17/2024,Done ,D,Yes
S10467,Math,Seven opportunity.,10/27/2024,Done,C,Yes
S07430,History,Third weight.,11/26/2024,Not Done,C-, 
S09923,Geography,Per our character.,2/10/2025,PENDING,C-,No
S01991,Math,Course.,2/24/2025,DONE,F,No
S01741,Arabic,Learn imagine.,10/24/2024,NOT DONE,F,No
S02631,English,Another class home.,1/21/2025,done,D,No
S10329,Math,Build in.,2/15/2025,Done ,F, 
S08151,Math,How rate.,10/17/2024, not done ,D,Yes
S04950,English,Interest guess series.,11/20/2024,not done,F, 
S07866,History,Where coach.,9/25/2024, Done ,B-,Yes
S10220,Math,Behind around cause together.,1/8/2025, Done ,F,Yes
S04722,History,Knowledge Democrat teacher where.,9/16/2024,Done,C, 
S01922,History,Control star team thus.,10/17/2024,NOT DONE,D, 
S06014,Math,Live during.,10/15/2024,Done,B-, 
S10851,English,Nice true.,11/12/2024,PENDING,F, 
S04849,Math,Too fund second.,2/15/2025,done,D,No
S09392,Science,None few time.,11/13/2024,DONE,B-, 
S06071,Arabic,Each.,12/30/2024,Pend,A,Yes
S01243,Science,Site become.,1/26/2025,notdone,F,Yes
S05433,Arabic,Red response subject.,12/3/2024,done,F, 
S09446,Math,Expect reach.,2/19/2025,NOT DONE,C-,No
S09269,History,Wish challenge.,12/3/2024,Done ,B-,No
S03417,English,Management million account yard.,12/5/2024,Done,A,No
S06962,Geography,Because cost.,1/20/2025,notdone,C-,No
S12039,Geography,Easy world home.,1/14/2025,Done,B,No
S07400,Geography,Pressure finish expert.,12/23/2024,notdone,A, 
S11658,History,Republican simple.,2/15/2025,notdone,C-, 
S03334,History,Level throughout.,2/19/2025, Done ,C, 
S06404,Arabic,Month little.,12/24/2024,Done ,A+,No
S10452,Science,Room according write.,9/28/2024,done,C,Yes
S02125,Math,Four them hear.,9/8/2024,pending,D,No
S05494,Arabic,Listen fill.,1/14/2025,Done ,D, 
S03286,History,Imagine or idea.,12/12/2024, not done ,C-, 
S06436,Arabic,Stay be mission.,2/8/2025, Done ,A,No
S08415,Science,Tend friend especially human.,11/4/2024,notdone,A+,Yes
S03642,Science,Positive.,10/12/2024,notdone,A, 
S04672,Geography,Indicate why.,11/3/2024,NOT DONE,B, 
S07611,History,Control director.,1/12/2025,not done,A, 
S08738,English,Movie she.,12/9/2024,NOT DONE,B, 
S11241,Math,My be player.,12/3/2024, not done ,C,Yes
S04703,Science,Perform can second.,10/13/2024,Done ,B, 
S03211,Geography,Let scene.,11/30/2024,not done,B-,Yes
S00931,English,Floor relationship.,3/6/2025, pending ,B,No
S11434,Science,Firm.,2/3/2025,Done,B-, 
S02700,Geography,Nearly open.,2/22/2025, Done ,A+, 
S07475,Arabic,Close offer.,1/12/2025,done,A,Yes
S05740,English,Behind security.,10/10/2024,DONE,C-,Yes
S08128,Arabic,Should quite traditional.,12/20/2024,done,C-,No
S11792,Science,Thus central develop.,11/28/2024, Done ,D, 
S02907,Arabic,Old indeed maintain.,2/18/2025,DONE,C,Yes
S07240,English,Charge service authority.,12/1/2024, pending ,B, 
S04458,English,Official market painting.,11/13/2024,PENDING,F, 
S10043,Science,Not affect sea.,3/3/2025,Done ,C,No
S02978,Geography,Myself true thing weight.,11/1/2024,Done,B, 
S10632,Geography,Film type night.,9/19/2024,notdone,A,No
S05313,Geography,Summer guy knowledge.,2/2/2025,DONE,D,No
S10702,Arabic,Receive each development.,10/14/2024,notdone,C, 
S09699,Science,Somebody small.,10/4/2024,Done ,A, 
S05896,History,Economic final new.,1/28/2025,not done,A,No
S11751,English,Center speech hundred.,9/11/2024,Done,A,Yes
S08392,History,Card table.,11/21/2024,NOT DONE,B,No
S03533,Geography,Within student hear.,2/9/2025,PENDING,C-, 
S08089,Arabic,Onto ok.,12/26/2024,NOT DONE,F,Yes
S01498,Arabic,State.,9/24/2024, Done ,D,No
S10939,English,Much house happy.,12/18/2024,Done,C-,Yes
S08116,Geography,Many personal matter.,1/1/2025, Done ,C-,Yes
S05201,Math,Suggest.,9/21/2024,Not Done,D, 
S02986,Math,Share official strong.,2/9/2025,Done,C, 
S09692,English,Room leader upon.,11/5/2024,Not Done,A+,No
S08248,Geography,Mission art beautiful.,12/28/2024,not done,B, 
S00930,Science,Certain.,2/12/2025, pending ,F,No
S07738,Science,Rather something.,11/7/2024,Done ,A+,Yes
S02761,Arabic,Weight a.,1/19/2025, Done ,A+,No
S11804,Math,Indeed fall.,11/20/2024, Done ,D, 
S03236,Arabic,Night walk.,1/20/2025,Pending,A+,No
S10891,Arabic,Security pull.,12/16/2024,Pending,A+,Yes
S08847,Science,Be statement hotel.,11/1/2024, Done ,A,Yes
S04398,Geography,Performance other animal such.,9/29/2024,Done ,B,Yes
S11825,Arabic,Drug ball positive.,12/31/2024,notdone,A, 
S02093,Math,Keep focus writer.,11/4/2024, pending ,A+,No
S06087,Geography,Wide interesting soon.,1/27/2025,DONE,C-,No
S05363,History,Together family.,12/29/2024, not done ,C-,No
S01307,Math,Government life many scene.,12/27/2024,Not Done,B-, 
S06246,English,Long although cost.,10/11/2024,Not Done,A+, 
S12096,English,Moment.,2/12/2025,Pend,B, 
S09719,History,Start newspaper blue.,11/28/2024,Done ,F,No
S07100,English,Campaign pretty.,11/14/2024,not done,B,Yes
S04884,Science,Page ball center.,11/21/2024, Done ,A,No
S10924,English,Theory team song.,10/30/2024,DONE,A,Yes
S09790,Math,Feel technology.,9/25/2024,done,D,No
S09814,Geography,Stock work.,2/7/2025, Done ,C-,No
S07858,English,Food agency.,1/29/2025,Done,B, 
S04641,Math,Hotel win candidate.,12/31/2024,PENDING,A+, 
S08334,Arabic,Data safe left.,12/25/2024, pending ,F, 
S02326,History,Democratic none fine.,12/31/2024,DONE,D, 
S06331,Geography,Machine soon.,12/9/2024, pending ,B,No
S10138,History,Woman government.,11/17/2024,Done,A,No
S10953,Geography,Country large include.,12/16/2024, not done ,B,No
S08572,Math,Discussion quite.,12/9/2024,Pend,B-,Yes
S02955,English,Peace central after.,9/12/2024,not done,B-,No
S09615,Science,Data control.,2/16/2025, Done ,F,No
S09969,Geography,Without reveal economic.,9/9/2024, Done ,C-,Yes
S00906,Geography,Think produce.,10/16/2024,notdone,B-, 
S09028,History,Action far.,1/9/2025,Pending,A+, 
S06849,History,Wonder him media.,2/3/2025,Pending,B,Yes
S09916,Math,Song American billion.,1/30/2025,DONE,D,Yes
S00449,Arabic,Get produce.,11/7/2024,done,B-,Yes
S09447,Arabic,Theory some hour want.,12/27/2024,Not Done,B,No
S11750,Geography,Member hope total front.,11/8/2024,PENDING,C,Yes
S11663,Science,Indeed turn every.,12/2/2024, Done ,F,Yes
S01372,Math,Throughout structure.,10/30/2024, not done ,C-,No
S12104,Geography,Idea feeling analysis.,9/29/2024,Done,C, 
S01746,Math,Item guess.,1/21/2025, Done ,C-,No
S04388,Arabic,Community single artist.,1/19/2025,DONE,A+,Yes
S00521,English,Word cover three.,9/19/2024,DONE,C,No
S12065,Math,In.,1/21/2025,Done ,B, 
S07262,Math,Administration issue music.,11/18/2024, not done ,A,Yes
S03513,Geography,Model generation land.,9/26/2024,Done ,A,Yes
S10457,History,Court condition.,10/16/2024,Done ,D, 
S01269,English,Trouble radio owner appear.,10/10/2024,done,D,No
S08881,Arabic,Data yard.,12/31/2024, not done ,A+,Yes
S05510,History,Year over.,11/19/2024,DONE,C-,No
S01309,History,She space nothing.,11/19/2024,DONE,B-,No
S04384,Math,School task prevent.,10/10/2024,not done,C-, 
S05332,Math,Hot school improve.,12/22/2024,not done,B, 
S01778,English,Choose.,10/21/2024, Done ,B, 
S04612,History,Surface star thought.,1/9/2025, not done ,C-,Yes
S11476,Geography,Section industry society.,11/4/2024,PENDING,A+,No
S07498,English,Nature really wear concern.,9/18/2024,Done,B-, 
S03388,Math,Include room reach.,10/21/2024,Done ,C-, 
S09594,Geography,Argue however generation.,10/22/2024,Not Done,C-, 
S01015,History,Rise ask nature.,2/14/2025,Pending,B-,No
S00014,Science,Season deal hair.,12/8/2024,DONE,C-,No
S02680,Math,Soon generation.,10/18/2024, Done ,C,Yes
S08161,Arabic,Role where spend natural.,2/11/2025,DONE,A+,Yes
S09366,Arabic,Use trip impact.,9/13/2024,NOT DONE,A+,Yes
S05778,Science,Speak home.,12/2/2024, Done ,A+,No
S07960,Science,Interest meeting.,12/1/2024,DONE,C,Yes
S10676,Science,Travel send.,1/16/2025,Done,B,No
S07693,Science,Have player training.,11/24/2024,notdone,A, 
S00467,Geography,Value air situation.,2/5/2025,notdone,B-,No
S07077,Math,Member sister could.,2/16/2025,NOT DONE,B-,Yes
S07080,English,Window require.,2/21/2025, Done ,F, 
S11971,Math,Stay director detail.,2/24/2025,done,B-,No
S03648,Math,Opportunity cold.,1/19/2025,Pending,C,No
S04549,Geography,Knowledge player.,10/29/2024, Done ,B-,No
S03925,Science,Central throw.,1/1/2025,Done ,B,No
S06103,English,Best everyone.,11/15/2024,Done ,D,No
S00337,Arabic,Window strong analysis.,1/4/2025,done,C-,Yes
S00715,English,Throughout have very.,2/25/2025,Done ,A,Yes
S09214,History,New ability especially.,1/31/2025, Done ,A,No
S07547,Math,Charge especially become.,9/8/2024,NOT DONE,B,Yes
S09126,Geography,Hear mean.,10/12/2024,NOT DONE,A+,No
S00751,History,Parent program record.,9/24/2024,NOT DONE,C-,No
S01294,Science,Him bag realize.,12/22/2024,Done,B, 
S01386,Math,Enter enough or daughter.,1/21/2025, pending ,C-,Yes
S10800,Math,Side.,9/20/2024,DONE,A,No
S09650,Geography,Beautiful write force.,10/18/2024,notdone,B,Yes
S04144,Arabic,International.,10/18/2024,done,D,Yes
S05196,Geography,Every operation his.,12/11/2024,Pend,A+, 
S11801,Geography,Theory popular still.,3/1/2025,Done ,A,Yes
S07825,Geography,Prepare strategy.,1/12/2025,Pend,F, 
S06917,English,Seven some realize young.,12/17/2024,notdone,C-,Yes
S08743,Science,Both exactly wall.,10/27/2024, Done ,A,Yes
S04339,English,Food feel.,10/9/2024, Done ,C-, 
S01538,Math,Worker specific leave serious.,12/17/2024,Pend,C-,Yes
S06407,English,Fight treatment professor.,12/9/2024,NOT DONE,C-,Yes
S05690,Math,No.,9/23/2024,Pending,C-,No
S11521,Geography,Report debate.,9/10/2024,done,A+, 
S08576,English,Child color.,11/18/2024,pending,A,Yes
S06603,Science,Ten member.,2/20/2025,done,F, 
S04520,Geography,Remain understand.,1/15/2025,PENDING,F,Yes
S10408,History,Traditional state.,2/17/2025, pending ,C,No
S05777,Arabic,Perform low American.,9/8/2024,pending,A+, 
S07496,Geography,After return.,9/13/2024,Not Done,C,No
S02977,History,Wife.,11/27/2024,Done ,A+, 
S11466,History,Lay less.,11/6/2024,done,B,Yes
S09037,Math,Claim would.,10/24/2024,done,B-,Yes
S09840,English,Hard few state whom.,10/4/2024,done,C, 
S04617,Arabic,Should yourself to.,2/7/2025,Done,C,No
S10765,Math,Myself break energy.,11/30/2024,done,A,Yes
S05852,History,Contain participant situation.,9/20/2024,done,B,No
S09521,Math,Support.,9/8/2024,Done ,A+, 
S06679,Science,Dog television.,11/18/2024,DONE,B,No
S02176,Science,Author line.,9/11/2024,DONE,C-,Yes
S09089,Arabic,Mind father.,10/3/2024, Done ,C, 
S06659,Arabic,Author agent future.,11/25/2024, not done ,A,No
S00870,History,Indicate summer feeling.,10/9/2024,Done ,B,No
S01709,History,Door hotel art.,10/22/2024,notdone,F,Yes
S09791,Math,Base.,11/14/2024, Done ,C-,Yes
S06399,History,Lawyer.,9/9/2024,Pending,D,No
S07772,Math,Body door western.,9/27/2024,done,C-,No
S04685,English,Answer.,12/15/2024,pending,D,Yes
S01138,Arabic,Pull.,9/15/2024,done,B,Yes
S02350,Arabic,Whom usually.,2/7/2025, not done ,D, 
S00244,Arabic,Serve simply movie.,11/30/2024,Pending,D,No
S11241,Science,Much grow give.,3/3/2025, Done ,A, 
S07826,Science,Million report reality.,2/14/2025,Pend,B,No
S05399,Arabic,Week establish artist.,11/15/2024,pending,A, 
S08103,Arabic,Teach history floor.,11/8/2024,Not Done,D,No
S11767,History,Light task.,2/1/2025,not done,C,Yes
S01805,Science,Democrat trip window.,1/5/2025, Done ,C,No
S01760,Math,Yeah leg.,11/25/2024,not done,D, 
S03279,History,Make recognize.,11/6/2024,PENDING,A+,No
S10176,History,News government.,1/9/2025,Done ,A+, 
S09858,Geography,Little story.,10/22/2024,Done ,F,No
S06894,Geography,Teach behavior attorney song.,11/2/2024,pending,A,Yes
S08603,Math,Agree director.,10/30/2024,DONE,A+,Yes
S06028,Science,Field hard relate step.,10/15/2024,Done,B, 
S03490,Geography,Generation cover.,11/25/2024,Pending,B,No
S04104,Math,Try painting worry.,12/19/2024,notdone,D,Yes
S07009,Geography,Too measure later.,11/30/2024,DONE,B-,No
S05028,English,General enjoy.,2/18/2025,Done ,A+,Yes
S06234,History,Police contain.,12/2/2024,Not Done,B-,No
S03607,Math,Like speak lose.,1/11/2025,Pend,B-, 
S06655,English,Born about author.,10/17/2024,Done ,C,Yes
S05598,Arabic,Family special.,11/18/2024,done,B-, 
S09017,Science,Measure writer.,3/3/2025, Done ,B, 
S10481,Math,Reason.,12/16/2024,Pending,D,No
S12047,English,Anyone lose.,3/6/2025, not done ,B,No
S01677,Science,Or.,12/2/2024,notdone,C-,No
S10832,English,Particularly character.,10/24/2024,Pending,A,Yes
S07524,Geography,Never these school.,10/13/2024,done,A,Yes
S07958,English,Important unit drug history.,10/23/2024,Done ,A+,Yes
S02022,History,Data.,9/16/2024,Pend,D, 
S01523,Science,Pattern bank sign.,2/1/2025,Not Done,A+,No
S01105,English,Make town strategy.,12/25/2024, Done ,D,No
S04866,Geography,Impact movement ability.,11/1/2024, Done ,B-,Yes
S03351,Science,Rate among to.,11/18/2024,NOT DONE,D,Yes
S07657,History,Power best you.,10/5/2024,PENDING,D, 
S11581,Arabic,He.,2/6/2025,Not Done,B, 
S02136,History,School degree song.,2/27/2025, Done ,B, 
S03155,Geography,Land call police.,2/19/2025,DONE,C,Yes
S04428,Geography,Probably because question.,10/13/2024, pending ,B-,No
S01379,Arabic,Serve ability machine.,10/3/2024,done,A,No
S09168,Science,Edge main car.,2/10/2025, not done ,A+,No
S00540,Geography,Those listen.,2/25/2025,DONE,A+,No
S07736,Geography,Require trip front reveal.,1/22/2025,pending,C-,Yes
S04304,English,Together culture.,11/24/2024, Done ,C, 
S04266,Science,Catch world.,1/9/2025,DONE,B, 
S12094,History,Military every better ask.,3/8/2025,Done ,D,No
S08259,History,West manager.,12/6/2024, not done ,A, 
S08756,History,Hundred.,1/13/2025,Not Done,B-,Yes
S03960,Science,National drop choose.,12/16/2024, Done ,A+,No
S08652,Science,Others.,9/22/2024,not done,C-,No
S01181,Arabic,Trouble always.,9/11/2024,Pending,A,No
S09097,Arabic,Situation PM.,11/26/2024,notdone,A, 
S09750,Arabic,Entire interest.,2/8/2025,DONE,C-,Yes
S02065,Arabic,Yard should gun.,11/3/2024,notdone,C,Yes
